"","master_sort","old_sort","coral_id","site","code","type","search_term","lowest_level","cafi_size_mm","measurement","alt_size_mm","alt_measurement","extraction_method","photo_num","id_certainty","general_notes","identification_notes","revised_yn","revision_date","identified_by","revised_by","previous_name","worms_id","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","genus","species"
"128",935,925,"HAU-POC09","HAU03","ALLO","shrimp","Alpheus lottini","species","20.4","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"129",936,926,"HAU-POC09","HAU03","ALLO","shrimp","Alpheus lottini","species","20.3","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"130",977,967,"HAU-POC10","HAU04","ALLO","shrimp","Alpheus lottini","species","29.1","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"131",978,968,"HAU-POC10","HAU04","ALLO","shrimp","Alpheus lottini","species","29.3","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"132",1111,1101,"HAU-POC10","HAU04","ALLO","shrimp","Alpheus lottini","species","9","rostrum_to_tail","","","clove","ALLO 1","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"133",1005,995,"HAU-POC11","HAU04","ALLO","shrimp","Alpheus lottini","species","33.4","rostrum_to_tail","","","clove","","certain","voucher","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"134",1148,1138,"HAU-POC11","HAU04","ALLO","shrimp","Alpheus lottini","species","5","rostrum_to_tail","","","clove","Unknown Shrimp 362","certain","possible lottini","","y","17-Oct","AP","AP","purple_alph","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"135",1059,1049,"HAU-POC14","HAU05","ALLO","shrimp","Alpheus lottini","species","19","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"136",1060,1050,"HAU-POC14","HAU05","ALLO","shrimp","Alpheus lottini","species","13.9","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"137",1073,1063,"HAU-POC15","HAU05","ALLO","shrimp","Alpheus lottini","species","22.6","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"138",1074,1064,"HAU-POC15","HAU05","ALLO","shrimp","Alpheus lottini","species","22.6","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"139",1082,1072,"HAU-POC16","HAU05","ALLO","shrimp","Alpheus lottini","species","26.7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"140",1083,1073,"HAU-POC16","HAU05","ALLO","shrimp","Alpheus lottini","species","23.8","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"141",1094,1084,"HAU-POC17","HAU06","ALLO","shrimp","Alpheus lottini","species","19.8","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"142",1095,1085,"HAU-POC17","HAU06","ALLO","shrimp","Alpheus lottini","species","10.1","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"143",1243,1233,"HAU-POC18","HAU06","ALLO","shrimp","Alpheus lottini","species","11","rostrum_to_tail","","","clove","ALLO9","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"144",1247,1237,"HAU-POC18","","ALLO","shrimp","Alpheus lottini","species","14.5","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"145",1248,1238,"HAU-POC18","","ALLO","shrimp","Alpheus lottini","species","17.8","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"146",1255,1245,"HAU-POC19","","ALLO","shrimp","Alpheus lottini","species","33.9","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"147",1256,1246,"HAU-POC19","","ALLO","shrimp","Alpheus lottini","species","27","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"148",1324,1314,"HAU-POC19","HAU07","ALLO","shrimp","Alpheus lottini","species","7","rostrum_to_tail","","","clove","ALLO 11","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"149",1293,1283,"HAU-POC20","","ALLO","shrimp","Alpheus lottini","species","25.9","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"150",1294,1284,"HAU-POC20","","ALLO","shrimp","Alpheus lottini","species","24.9","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"151",1295,1285,"HAU-POC20","","ALLO","shrimp","Alpheus lottini","species","13.1","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"152",1314,1304,"HAU-POC21","","ALLO","shrimp","Alpheus lottini","species","14.2","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"153",1315,1305,"HAU-POC21","","ALLO","shrimp","Alpheus lottini","species","25","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"154",2790,2780,"HAU-POC22","","ALLO","shrimp","Alpheus lottini","species","7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"155",3699,3687,"HAU-POC22","","ALLO","shrimp","Alpheus lottini","species","23.6","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"156",3700,3688,"HAU-POC22","","ALLO","shrimp","Alpheus lottini","species","27.2","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"157",3701,3689,"HAU-POC22","","ALLO","shrimp","Alpheus lottini","species","11.7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"158",3702,3690,"HAU-POC22","","ALLO","shrimp","Alpheus lottini","species","9","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"159",3927,3915,"HAU-POC23","","ALLO","shrimp","Alpheus lottini","species","12.7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"160",3670,3658,"HAU-POC25","","ALLO","shrimp","Alpheus lottini","species","23.2","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"161",3719,3707,"HAU-POC25","","ALLO","shrimp","Alpheus lottini","species","22.4","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"162",3943,3931,"HAU-POC26","","ALLO","shrimp","Alpheus lottini","species","16","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"163",3944,3932,"HAU-POC26","","ALLO","shrimp","Alpheus lottini","species","16.2","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"164",3872,3860,"HAU-POC27","","ALLO","shrimp","Alpheus lottini","species","6.8","rostrum_to_tail","","","smash","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"165",3953,3941,"HAU-POC27","","ALLO","shrimp","Alpheus lottini","species","23.4","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"166",3954,3942,"HAU-POC27","","ALLO","shrimp","Alpheus lottini","species","28","rostrum_to_tail","`","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"167",3875,3863,"HAU-POC28","","ALLO","shrimp","Alpheus lottini","species","17.1","rostrum_to_tail","","","smash","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"168",3878,3866,"HAU-POC28","","ALLO","shrimp","Alpheus lottini","species","10","rostrum_to_tail","","","field","","certain","observed, escaped","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"169",3759,3747,"HAU-POC29","","ALLO","shrimp","Alpheus lottini","species","20.7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"170",3760,3748,"HAU-POC29","","ALLO","shrimp","Alpheus lottini","species","13.3","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"171",3761,3749,"HAU-POC29","","ALLO","shrimp","Alpheus lottini","species","14.2","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"172",3902,3890,"HAU-POC32","","ALLO","shrimp","Alpheus lottini","species","31.6","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"173",3903,3891,"HAU-POC32","","ALLO","shrimp","Alpheus lottini","species","33.4","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"174",3794,3782,"HAU-POC33","","ALLO","shrimp","Alpheus lottini","species","9.8","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"175",3795,3783,"HAU-POC33","","ALLO","shrimp","Alpheus lottini","species","12.6","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"176",2681,2671,"HAU-POC34","","ALLO","shrimp","Alpheus lottini","species","7","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"177",2682,2672,"HAU-POC34","","ALLO","shrimp","Alpheus lottini","species","6","rostrum_to_tail","","","clove","","certain","","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
"178",3625,3613,"HAU-POC34","","ALLO","shrimp","Alpheus lottini","species","28.3","rostrum_to_tail","","","clove","","certain","gravid","","","","","","","210544","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","Alpheoidea","Alpheidae",NA,"Alpheus","Alpheus lottini"
